ರಸ್ತೆ ಸರಿಯಾಗಿ ನಿರ್ಮಿಸಲಾಗಿಲ್ಲ,road
ರಸ್ತೆ ತುಂಬಾ ಅಪಾಯಕಾರಿ ಇದೆ,road
ರಸ್ತೆಯಲ್ಲಿ ವಾಹನ ಸಂಚಾರ ಕಷ್ಟವಾಗಿದೆ,road
ರಸ್ತೆ ಬೆಳಕು ಇಲ್ಲ,road
ರಸ್ತೆ ಬದಿಯಲ್ಲಿ ಕಸ ಇದೆ,road
ನಮ್ಮ ಪ್ರದೇಶದಲ್ಲಿ ವಿದ್ಯುತ್ ಇಲ್ಲ,electricity
ವಿದ್ಯುತ್ ಸರಬರಾಜು ಅಸ್ಥಿರವಾಗಿದೆ,electricity
ವಿದ್ಯುತ್ ಕಡಿತ ಹೆಚ್ಚು ಆಗುತ್ತಿದೆ,electricity
ಕರಂಟ್ ಬರದೆ ಇರುವುದು ಸಮಸ್ಯೆ,electricity
ವಿದ್ಯುತ್ ಲೈನ್ ದೋಷವಾಗಿದೆ,electricity
ಟ್ರಾನ್ಸ್‌ಫಾರ್ಮರ್ ಸುಟ್ಟುಹೋಗಿದೆ,electricity
ವಿದ್ಯುತ್ ಕಂಬ ಕುಸಿದಿದೆ,electricity
ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಕಡಿತವಾಗಿದೆ,electricity
ವಿದ್ಯುತ್ ಸಮಸ್ಯೆಯಿಂದ ಕೆಲಸ ನಿಲ್ಲುತ್ತಿದೆ,electricity
ವಿದ್ಯುತ್ ಸಮಸ್ಯೆ ತಕ್ಷಣ ಸರಿಪಡಿಸಿ,electricity
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ವೈದ್ಯರು ಲಭ್ಯವಿಲ್ಲ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಔಷಧಿ ಇಲ್ಲ,health
ರೋಗಿಗಳಿಗೆ ಚಿಕಿತ್ಸೆ ಸಿಗುತ್ತಿಲ್ಲ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಸ್ವಚ್ಛತೆ ಇಲ್ಲ,health
ಆರೋಗ್ಯ ಸೇವೆ ತೃಪ್ತಿಕರವಾಗಿಲ್ಲ,health
ಆಸ್ಪತ್ರೆ ಸಿಬ್ಬಂದಿ ಕೊರತೆ ಇದೆ,health
ರೋಗಿಗಳಿಗೆ ಸರಿಯಾದ ಗಮನ ಇಲ್ಲ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ದೀರ್ಘ ಸಾಲು ಇದೆ,health
ತುರ್ತು ಚಿಕಿತ್ಸೆ ಸಿಗುತ್ತಿಲ್ಲ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಮೂಲಸೌಕರ್ಯ ಕಡಿಮೆ ಇದೆ,health
ಶಾಲೆಯಲ್ಲಿ ಶಿಕ್ಷಕರ ಕೊರತೆ ಇದೆ,education
ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಪುಸ್ತಕಗಳು ಲಭ್ಯವಿಲ್ಲ,education
ಶಾಲೆಯ ಕಟ್ಟಡ ಹಾಳಾಗಿದೆ,education
ಶಾಲೆಯಲ್ಲಿ ಶೌಚಾಲಯ ಸೌಲಭ್ಯ ಇಲ್ಲ,education
ಶಾಲೆಯಲ್ಲಿ ನೀರು ಸಿಗುತ್ತಿಲ್ಲ,education
ಶಿಕ್ಷಕರು ಸರಿಯಾಗಿ ಬೋಧನೆ ಮಾಡುತ್ತಿಲ್ಲ,education
ಶಾಲೆಯ ಪರಿಸರ ಸ್ವಚ್ಛವಿಲ್ಲ,education
ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಕುಳಿತುಕೊಳ್ಳಲು ಸೌಲಭ್ಯ ಇಲ್ಲ,education
ಶಾಲೆಯ ನಿರ್ವಹಣೆ ಸರಿಯಾಗಿಲ್ಲ,education
ಶಾಲೆಯಲ್ಲಿ ವಿದ್ಯುತ್ ಇಲ್ಲ,education
ನಮ್ಮ ಪ್ರದೇಶದಲ್ಲಿ ಕಳ್ಳತನ ನಡೆದಿದೆ,police
ಪೊಲೀಸ್ ಸಹಾಯ ಸಿಗುತ್ತಿಲ್ಲ,police
ಪೊಲೀಸರು ಸಮಯಕ್ಕೆ ಬರಲ್ಲ,police
ಸುರಕ್ಷತೆ ಸಮಸ್ಯೆ ಹೆಚ್ಚಾಗಿದೆ,police
ಪೊಲೀಸ್ ಠಾಣೆ ಸ್ಪಂದನೆ ಇಲ್ಲ,police
ಪೊಲೀಸರು ಕ್ರಮ ಕೈಗೊಂಡಿಲ್ಲ,police
ಅಪರಾಧ ಹೆಚ್ಚುತ್ತಿದೆ,police
ರಾತ್ರಿ ಸುರಕ್ಷತೆ ಇಲ್ಲ,police
ಪೊಲೀಸ್ ಪೆಟ್ರೋಲ್ ಇಲ್ಲ,police
ಸುರಕ್ಷತೆ ಕೊರತೆ ಇದೆ,police
ಕಸವನ್ನು ತೆಗೆದುಕೊಂಡು ಹೋಗುತ್ತಿಲ್ಲ,sanitation
ಕಸ ಸಂಗ್ರಹಣೆ ಸರಿಯಾಗಿ ನಡೆಯುತ್ತಿಲ್ಲ,sanitation
ಕಸದ ಬುಟ್ಟಿಗಳು ತುಂಬಿಕೊಂಡಿವೆ,sanitation
ಕಸ ಎಲ್ಲೆಲ್ಲೂ ಹರಡಿದೆ,sanitation
ಕಸದಿಂದ ದುರ್ಗಂಧ ಬರುತ್ತಿದೆ,sanitation
ಸ್ವಚ್ಛತೆ ಇಲ್ಲ,sanitation
ರಸ್ತೆ ಬದಿಯಲ್ಲಿ ಕಸ ಇದೆ,sanitation
ಕಸವನ್ನು ಸಮಯಕ್ಕೆ ತೆಗೆದುಕೊಳ್ಳುವುದಿಲ್ಲ,sanitation
ಸ್ವಚ್ಛತಾ ಸಿಬ್ಬಂದಿ ಇಲ್ಲ,sanitation
ಕಸದ ಸಮಸ್ಯೆ ತೀವ್ರವಾಗಿದೆ,sanitation
ಬಸ್ ಸೌಲಭ್ಯ ಇಲ್ಲ,transport
ಸಾರಿಗೆ ಸಮಸ್ಯೆ ಇದೆ,transport
ಬಸ್ ಸಮಯಕ್ಕೆ ಬರಲ್ಲ,transport
ಬಸ್ ನಿಲ್ಲುವುದಿಲ್ಲ,transport
ಸಾರಿಗೆ ವ್ಯವಸ್ಥೆ ಸರಿಯಿಲ್ಲ,transport
ರಸ್ತೆ ಸಾರಿಗೆ ಸಮಸ್ಯೆ ಇದೆ,transport
ಆಟೋ ಸಿಗುತ್ತಿಲ್ಲ,transport
ಬಸ್ ತುಂಬಾ ತಡವಾಗುತ್ತದೆ,transport
ಸಾರಿಗೆ ವೆಚ್ಚ ಹೆಚ್ಚು ಇದೆ,transport
ಬಸ್ ಸರ್ವಿಸ್ ಕಡಿಮೆ ಇದೆ,transport
ನಮ್ಮ ಪ್ರದೇಶದಲ್ಲಿ ನೀರು ಬರುವುದೇ ಇಲ್ಲ,water
ಬೆಳಗ್ಗೆ ನೀರು ಬರುತ್ತಿಲ್ಲ,water
ಸಂಜೆ ನೀರು ಸಿಗುತ್ತಿಲ್ಲ,water
ನೀರು ತುಂಬಾ ಮಸುಕಾಗಿದೆ,water
ನೀರಿನ ಗುಣಮಟ್ಟ ಕೆಟ್ಟಿದೆ,water
ನೀರು ಪೂರೈಕೆ ಕಡಿಮೆ ಇದೆ,water
ನೀರು ಕೆಲ ದಿನಗಳಿಂದ ಇಲ್ಲ,water
ನೀರಿನ ಲೈನ್ ದೋಷವಾಗಿದೆ,water
ನೀರಿನ ಟ್ಯಾಂಕ್ ಸ್ವಚ್ಛವಿಲ್ಲ,water
ನೀರು ಒತ್ತಡ ಇಲ್ಲ,water
ನೀರು ಅಸ್ವಚ್ಛವಾಗಿದೆ,water
ನೀರು ಸರಿಯಾಗಿ ಪೂರೈಕೆ ಆಗುತ್ತಿಲ್ಲ,water
ನೀರಿನ ಪಂಪ್ ಕೆಲಸ ಮಾಡುತ್ತಿಲ್ಲ,water
ನೀರು ಕೆಲ ಸಮಯ ಮಾತ್ರ ಬರುತ್ತದೆ,water
ನೀರಿನ ಸಂಪರ್ಕ ಕಡಿತವಾಗಿದೆ,water
ರಸ್ತೆ ತುಂಬಾ ಕಿರಿದಾಗಿದೆ,road
ರಸ್ತೆ ತುಂಬಾ ಧೂಳು ಇದೆ,road
ರಸ್ತೆ ತೊಂದರೆ ಉಂಟುಮಾಡುತ್ತಿದೆ,road
ರಸ್ತೆಯಲ್ಲಿ ದೊಡ್ಡ ಬಿರುಕು ಇದೆ,road
ರಸ್ತೆ ಅಪೂರ್ಣವಾಗಿದೆ,road
ರಸ್ತೆ ಸರಿಯಾಗಿ ನಿರ್ವಹಣೆ ಇಲ್ಲ,road
ರಸ್ತೆ ತುಂಬಾ ಜಾರಿ ಇದೆ,road
ರಸ್ತೆಯಲ್ಲಿ ಬೆಳಕು ಇಲ್ಲ,road
ರಸ್ತೆ ಹಾನಿಗೊಂಡಿದೆ,road
ರಸ್ತೆ ಸಂಚಾರಕ್ಕೆ ಅಪಾಯಕಾರಿ,road
ರಸ್ತೆ ದುರಸ್ತಿ ಮಾಡಿಲ್ಲ,road
ರಸ್ತೆ ಬದಿಯಲ್ಲಿ ನೀರು ನಿಂತಿದೆ,road
ರಸ್ತೆಯಲ್ಲಿ ಮಣ್ಣು ತುಂಬಿದೆ,road
ರಸ್ತೆ ಬಹಳ ಕೆಟ್ಟಾಗಿದೆ,road
ರಸ್ತೆ ನಿರ್ಮಾಣ ನಿಂತಿದೆ,road
ನಮ್ಮ ಊರಲ್ಲಿ ಕರಂಟ್ ಇಲ್ಲ,electricity
ವಿದ್ಯುತ್ ಸರಿಯಾಗಿ ಬರ್ತಿಲ್ಲ,electricity
ವಿದ್ಯುತ್ ಸಮಸ್ಯೆ ಮುಂದುವರಿದಿದೆ,electricity
ವಿದ್ಯುತ್ ಕಡಿತ ಆಗುತ್ತಲೇ ಇದೆ,electricity
ವಿದ್ಯುತ್ ಸೇವೆ ಅಸ್ಥಿರವಾಗಿದೆ,electricity
ಕರಂಟ್ ಹೋಗುತ್ತಿದೆ,electricity
ವಿದ್ಯುತ್ ಲೈನ್ ಕಟ್ ಆಗಿದೆ,electricity
ವಿದ್ಯುತ್ ಕಂಬ ದೋಷವಾಗಿದೆ,electricity
ವಿದ್ಯುತ್ ಪೂರೈಕೆ ಕಡಿಮೆ ಇದೆ,electricity
ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಸಮಸ್ಯೆ ಇದೆ,electricity
ವಿದ್ಯುತ್ ಕೆಲಸ ನಿಲ್ಲಿಸಿದೆ,electricity
ವಿದ್ಯುತ್ ಮರುಮರು ಹೋಗುತ್ತಿದೆ,electricity
ವಿದ್ಯುತ್ ಸರಬರಾಜು ಸಮಸ್ಯೆ ಇದೆ,electricity
ವಿದ್ಯುತ್ ಇಲ್ಲದ ಕಾರಣ ಕಷ್ಟವಾಗಿದೆ,electricity
ವಿದ್ಯುತ್ ವ್ಯವಸ್ಥೆ ಕೆಟ್ಟಿದೆ,electricity
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಹಾಸಿಗೆಗಳ ಕೊರತೆ ಇದೆ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಡಾಕ್ಟರ್ ಇಲ್ಲ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ನಿರ್ಲಕ್ಷ್ಯ ಇದೆ,health
ರೋಗಿಗಳಿಗೆ ಔಷಧಿ ಸಿಗುತ್ತಿಲ್ಲ,health
ಆಸ್ಪತ್ರೆ ತುಂಬಾ ಅಸೌಕರ್ಯಕರವಾಗಿದೆ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಚಿಕಿತ್ಸೆ ತಡವಾಗುತ್ತಿದೆ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಸಿಬ್ಬಂದಿ ಕಡಿಮೆ ಇದೆ,health
ಆರೋಗ್ಯ ಸೇವೆ ಲಭ್ಯವಿಲ್ಲ,health
ಆಸ್ಪತ್ರೆ ಪರಿಸ್ಥಿತಿ ಕೆಟ್ಟಿದೆ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ತುರ್ತು ಸೇವೆ ಇಲ್ಲ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಸೌಲಭ್ಯ ಕೊರತೆ ಇದೆ,health
ರೋಗಿಗಳಿಗೆ ಸೇವೆ ಸರಿಯಾಗಿಲ್ಲ,health
ಆಸ್ಪತ್ರೆ ನಿರ್ವಹಣೆ ಕೆಟ್ಟಿದೆ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಉಪಕರಣಗಳ ಕೊರತೆ ಇದೆ,health
ಆಸ್ಪತ್ರೆ ಸ್ವಚ್ಛವಲ್ಲ,health
ಶಾಲೆಯಲ್ಲಿ ಬೋರ್ಡ್ ಇಲ್ಲ,education
ಶಾಲೆಯಲ್ಲಿ ಶಿಕ್ಷಕರ ಕೊರತೆ ಇದೆ,education
ಶಾಲೆ ಕಟ್ಟಡ ಕುಸಿಯುತ್ತಿದೆ,education
ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಕುರ್ಚಿ ಇಲ್ಲ,education
ಶಾಲೆಯಲ್ಲಿ ಪಠ್ಯಪುಸ್ತಕ ಇಲ್ಲ,education
ಶಾಲೆಯಲ್ಲಿ ಮೂಲಭೂತ ಸೌಲಭ್ಯ ಇಲ್ಲ,education
ಶಾಲೆಯ ಶೌಚಾಲಯ ಅಸ್ವಚ್ಛವಾಗಿದೆ,education
ಶಿಕ್ಷಕರು ಹಾಜರಿಲ್ಲ,education
ಶಾಲೆ ಪರಿಸ್ಥಿತಿ ಕೆಟ್ಟಿದೆ,education
ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ನೆರವು ಇಲ್ಲ,education
ಶಾಲೆ ನಿರ್ವಹಣೆ ದುರ್ಬಲವಾಗಿದೆ,education
ಶಾಲೆಯಲ್ಲಿ ತರಗತಿ ಕೊಠಡಿ ಇಲ್ಲ,education
ಶಾಲೆಯಲ್ಲಿ ವಿದ್ಯುತ್ ವ್ಯವಸ್ಥೆ ಇಲ್ಲ,education
ಶಿಕ್ಷಣದ ಮಟ್ಟ ಕಡಿಮೆಯಾಗಿದೆ,education
ಶಾಲೆಯಲ್ಲಿ ನೀರು ಸಿಗುವುದಿಲ್ಲ,education
ಪೊಲೀಸರು ದೂರು ಸ್ವೀಕರಿಸಲಿಲ್ಲ,police
ಪೊಲೀಸರು ಕ್ರಮ ಕೈಗೊಳ್ಳುತ್ತಿಲ್ಲ,police
ಪೊಲೀಸ್ ಠಾಣೆ ಸಹಕರಿಸುತ್ತಿಲ್ಲ,police
ಪೊಲೀಸರು ಸ್ಪಂದನೆ ನೀಡುತ್ತಿಲ್ಲ,police
ಸುರಕ್ಷತೆ ಅಪಾಯದಲ್ಲಿದೆ,police
ಅಪರಾಧ ನಿಯಂತ್ರಣ ಇಲ್ಲ,police
ಪೊಲೀಸರು ತನಿಖೆ ಮಾಡುತ್ತಿಲ್ಲ,police
ಪೊಲೀಸರು ವಿಳಂಬ ಮಾಡುತ್ತಿದ್ದಾರೆ,police
ಪೊಲೀಸ್ ಸೇವೆ ತೃಪ್ತಿಕರವಾಗಿಲ್ಲ,police
ಪೊಲೀಸ್ ಸಹಕಾರ ಇಲ್ಲ,police
ಪೊಲೀಸರು ದೂರುಗೆ ಪ್ರತಿಕ್ರಿಯೆ ಇಲ್ಲ,police
ಸುರಕ್ಷತೆ ಕಡಿಮೆಯಾಗಿದೆ,police
ಪೊಲೀಸ್ ಕ್ರಮ ನಿಧಾನವಾಗಿದೆ,police
ಪೊಲೀಸ್ ಸೇವೆ ದುರ್ಬಲವಾಗಿದೆ,police
ಪೊಲೀಸ್ ಸಹಾಯ ವಿಳಂಬವಾಗಿದೆ,police
ಕಸ ತೆಗೆದುಕೊಳ್ಳಲಾಗುತ್ತಿಲ್ಲ,sanitation
ಕಸದ ಸಮಸ್ಯೆ ಹೆಚ್ಚಾಗಿದೆ,sanitation
ಕಸದ ನಿರ್ವಹಣೆ ಸರಿಯಿಲ್ಲ,sanitation
ಕಸ ಎಲ್ಲೆಲ್ಲೂ ಬಿದ್ದಿದೆ,sanitation
ಕಸದ ಬುಟ್ಟಿ ತುಂಬಿದೆ,sanitation
ಸ್ವಚ್ಛತೆ ತುಂಬಾ ಕೆಟ್ಟಿದೆ,sanitation
ಕಸದಿಂದ ದುರ್ನಾಸೆ ಬರುತ್ತಿದೆ,sanitation
ಕಸ ಸಮಯಕ್ಕೆ ತೆರವು ಆಗುತ್ತಿಲ್ಲ,sanitation
ಸ್ವಚ್ಛತಾ ಸಿಬ್ಬಂದಿ ಕಾಣುತ್ತಿಲ್ಲ,sanitation
ಕಸ ರಸ್ತೆ ಮೇಲೆ ಇದೆ,sanitation
ಸ್ವಚ್ಛತಾ ವ್ಯವಸ್ಥೆ ದುರ್ಬಲವಾಗಿದೆ,sanitation
ಕಸ ಸಂಗ್ರಹಣೆ ವಿಳಂಬವಾಗಿದೆ,sanitation
ಕಸ ಎಲ್ಲೆಡೆ ಹರಡಿದೆ,sanitation
ಸ್ವಚ್ಛತೆ ಇಲ್ಲದ ಪರಿಸ್ಥಿತಿ ಇದೆ,sanitation
ಕಸದ ಸಮಸ್ಯೆ ಗಂಭೀರವಾಗಿದೆ,sanitation
ಬಸ್ ಸರಿಯಾಗಿ ಓಡುತ್ತಿಲ್ಲ,transport
ಬಸ್ ಸೌಲಭ್ಯ ಕೊರತೆ ಇದೆ,transport
ಸಾರಿಗೆ ವ್ಯವಸ್ಥೆ ದುರ್ಬಲವಾಗಿದೆ,transport
ಬಸ್ ತುಂಬಾ ಜನಸಂದಣಿ ಇದೆ,transport
ಬಸ್ ಸಮಯ ತಪ್ಪುತ್ತಿದೆ,transport
ಸಾರಿಗೆ ಸೇವೆ ಸರಿಯಿಲ್ಲ,transport
ಬಸ್ ನಿಲ್ಲುವುದಿಲ್ಲ,transport
ಆಟೋ ದೊರೆಯುವುದಿಲ್ಲ,transport
ಸಾರಿಗೆ ಸಮಸ್ಯೆ ಹೆಚ್ಚಾಗಿದೆ,transport
ಬಸ್ ಸೇವೆ ಕಡಿಮೆಯಾಗಿದೆ,transport
ಸಾರಿಗೆ ವೆಚ್ಚ ಜಾಸ್ತಿಯಾಗಿದೆ,transport
ಬಸ್ ನಿರ್ವಹಣೆ ಸರಿಯಿಲ್ಲ,transport
ಸಾರಿಗೆ ಸಂಪರ್ಕ ಕಡಿಮೆ ಇದೆ,transport
ಬಸ್ ವಿಳಂಬವಾಗುತ್ತಿದೆ,transport
ಸಾರಿಗೆ ಸೌಲಭ್ಯ ಅಪೂರ್ಣವಾಗಿದೆ,transport
ನಮ್ಮ ಮನೆಗೆ ಮೂರು ದಿನಗಳಿಂದ ನೀರು ಇಲ್ಲ,water
ನೀರಿನ ಪೂರೈಕೆ ಸಂಪೂರ್ಣವಾಗಿ ನಿಂತಿದೆ,water
ನೀರು ತುಂಬಾ ಕೆಸರು ಆಗಿದೆ,water
ನೀರು ಕುಡಿಯಲು ಯೋಗ್ಯವಾಗಿಲ್ಲ,water
ನೀರಿನ ಟ್ಯಾಂಕ್ ತುಂಬಲಾಗಿಲ್ಲ,water
ನೀರು ಅನಿಯಮಿತವಾಗಿ ಬರುತ್ತಿದೆ,water
ನೀರಿನ ಲೈನ್ ಒಡೆದಿದೆ,water
ನೀರಿನ ಒತ್ತಡ ತುಂಬಾ ಕಡಿಮೆ,water
ನೀರು ದಿನಕ್ಕೆ ಒಂದು ಸಲ ಮಾತ್ರ ಬರುತ್ತಿದೆ,water
ನೀರಿನ ಸಂಪರ್ಕ ದೋಷವಾಗಿದೆ,water
ನೀರು ಸರಿಯಾಗಿ ಹರಿಯುವುದಿಲ್ಲ,water
ನೀರು ಬಾರದ ಕಾರಣ ಸಮಸ್ಯೆ ಇದೆ,water
ನೀರಿನ ಸೇವೆ ಸ್ಥಗಿತವಾಗಿದೆ,water
ನೀರಿನ ಸರಬರಾಜು ವಿಳಂಬವಾಗಿದೆ,water
ನೀರು ಗುಣಮಟ್ಟ ತುಂಬಾ ಕೆಟ್ಟಿದೆ,water
ನೀರು ಕೆಲವೊಮ್ಮೆ ಮಾತ್ರ ಬರುತ್ತದೆ,water
ನೀರಿನ ಪಂಪ್ ದೋಷವಾಗಿದೆ,water
ನೀರು ಪೂರೈಕೆ ಅಸ್ಥಿರವಾಗಿದೆ,water
ನೀರು ತುಂಬಾ ದುರ್ಗಂಧ ಬರುತ್ತಿದೆ,water
ನೀರಿನ ಸಮಸ್ಯೆ ತೀವ್ರವಾಗಿದೆ,water
ರಸ್ತೆ ತುಂಬಾ ಹಾನಿಯಾಗಿದೆ,road
ರಸ್ತೆಯಲ್ಲಿ ದೊಡ್ಡ ಗುಂಡಿಗಳು ಕಂಡು ಬರುತ್ತಿವೆ,road
ರಸ್ತೆ ನಿರ್ಮಾಣ ನಿಧಾನವಾಗಿದೆ,road
ರಸ್ತೆ ನಿರ್ವಹಣೆ ಮಾಡಲಾಗಿಲ್ಲ,road
ರಸ್ತೆಯಲ್ಲಿ ಕಸ ತುಂಬಿದೆ,road
ರಸ್ತೆ ತುಂಬಾ ಅಸಮವಾಗಿದೆ,road
ರಸ್ತೆಯಲ್ಲಿ ಮಳೆ ನೀರು ನಿಂತಿದೆ,road
ರಸ್ತೆ ಬಹಳ ಹಾಳಾಗಿದೆ,road
ರಸ್ತೆ ಸಂಚಾರಕ್ಕೆ ಅನುಕೂಲಕರವಿಲ್ಲ,road
ರಸ್ತೆ ದುರಸ್ತಿ ವಿಳಂಬವಾಗಿದೆ,road
ರಸ್ತೆ ಅಪಾಯಕಾರಿಯಾಗಿದೆ,road
ರಸ್ತೆಯಲ್ಲಿ ಬೆಳಕು ಇಲ್ಲದ ಕಾರಣ ಅಪಾಯ ಇದೆ,road
